,Title,published_date,Views,Likes,Comments,Month
553,NAZAR LAGG GAYI HAI 😨😢,2021-02-21,981217,99982,981217,Feb
554,WE NEEDED THIS 🔥⭐️...,2021-02-20,1024097,96801,1024097,Feb
555,HER REACTION WAS PRICELESS...,2021-02-19,1296831,117630,1296831,Feb
556,OVERLOADED MY Q7 AND FORGOT A BAG !!!,2021-02-18,918310,90954,918310,Feb
557,WE WENT TO THE MARRIAGE LIKE THIS !!!,2021-02-17,1071527,99340,1071527,Feb
558,HAD TO RUSH HER TO THE HOSPITAL. 🏥,2021-02-16,1443149,130475,1443149,Feb
559,ARRAY YEH KYA HOGAYA BHAI 😅,2021-02-15,1004855,102506,1004855,Feb
560,CAN THIS BE OUR NEW STARTUP ??,2021-02-14,1140814,110250,1140814,Feb
561,THINGS WE DONT SHOW ABOUT US IN THE VLOG !!!,2021-02-13,1108824,115859,1108824,Feb
562,AFTER EFFECT OF MARRIAGE !!,2021-02-12,1171466,115960,1171466,Feb
563,"NO NETWORK, FAILED GOOGLE MAPS BUT A SUCCESFUL DAY",2021-02-11,1162616,121103,1162616,Feb
564,MR AND MRS SHARMA KI FIRST TRIP !!!,2021-02-10,1426828,139114,1426828,Feb
565,KAHANI MAI AYA BOHAT BADA TWIST !!,2021-02-09,1163212,119593,1163212,Feb
566,BEST MODIFICATION FOR MY BMW GSA 1250..,2021-02-08,1088717,107640,1088717,Feb
567,MUMMY SE KABHI JEET NAHI SAKTA 😅,2021-02-07,1161044,134419,1161044,Feb
568,MOM AND WIFE VS HUSBAND,2021-02-06,1395073,141431,1395073,Feb
569,MAZAK MAZAK MAI ZYADA PAISE DENE PADEY !!,2021-02-05,1687706,159772,1687706,Feb
570,DOST NE DHOKA DIYA | JOOTA CHORI KI RASAM MAI !!!,2021-02-04,1200983,134553,1200983,Feb
571,SAB KUCH BADAL GAYA ..LIFE NE MARA 360 TURN..,2021-02-03,1802711,211734,1802711,Feb
572,TIME TO TAKE HER HOME FOREVER !!!,2021-02-02,1917857,209673,1917857,Feb
573,THIS COMPLETES OUR MARRIAGE !!!,2021-02-01,2918215,239818,2918215,Feb
574,MY MARRIAGE VLOG | DULHA EDITION,2021-01-31,7047068,393763,7047068,Jan
575,WE GOT MARRIED !!!!!,2021-01-30,1896864,264770,1896864,Jan
576,PRE-WEDDING SHOOT DONE RIGHT....,2021-01-30,1395639,144388,1395639,Jan
577,WHY IS EVERYONE IN GOA ? WHAT IF ...,2021-01-29,984576,108419,984576,Jan
578,YOU GUY GUESSED THE WEDDING DAY AND ITS ...,2021-01-28,1173939,111476,1173939,Jan
579,AND WE REACHED OUR DESTINATION ..BUT...,2021-01-27,1165926,124416,1165926,Jan
580,HAMARI FIRST FAMILY TRIP STARTS !!!,2021-01-26,1139348,113811,1139348,Jan
581,I BOUGHT THE MANGALSUTRA FOR HER,2021-01-25,1119947,114859,1119947,Jan
582,MEETING MY YOUTUBER FRIENDS AFTER ALONG TIME !!,2021-01-24,911283,105939,911283,Jan
583,I MODIFIED MY VENUE TO THIS !!!,2021-01-23,1210333,135864,1210333,Jan
584,YEH KHEL ABB JALD HI KHATAM HONE WALA HAI !!,2021-01-22,855790,111887,855790,Jan
585,YOU GUESSED IT RIGHT & I AM READY !!,2021-01-21,989953,105168,989953,Jan
586,SO WHEN IS THE MARRIAGE ?,2021-01-20,894014,100054,894014,Jan
587,TEACHING HER HOW TO DRIVE AND THEN 🤞,2021-01-19,881319,95467,881319,Jan
588,KUCH CHEZEY CAMERE KE SAMNEY NAHI BOLI JAATI !!,2021-01-18,797835,102405,797835,Jan
589,NEW MULTIMEDIA KIT FOR MY AUDI Q7 !! 🔥🔥,2021-01-17,1191922,109727,1191922,Jan
590,I TOOK MY MOM FOR A DRIVE AND THIS IS WHAT SHE HAS TO SAY !!,2021-01-16,1046475,100488,1046475,Jan
591,I GAVE HER THE FIRST CLASS EXPERIENCE !!,2021-01-15,1005772,108446,1005772,Jan
592,I GUESS YEH KABHI CHANGE NAHI HOGA !!,2021-01-14,835487,93382,835487,Jan
593,WE WENT TO THE MARRIAGE REGISTRATION OFFICE WITH OUR FAMILY !!,2021-01-13,1442569,170279,1442569,Jan
594,THE BIGGEST HINT WE CAN GIVE YOU !!!,2021-01-12,802469,90201,802469,Jan
595,SHADI KE KAPDEY READY AND YOU GUYS WERE RIGHT 😮😉,2021-01-11,992442,106343,992442,Jan
596,ITNEY SAALO BAAD YEH RAAZ KHULA !!,2021-01-10,830942,97152,830942,Jan
597,WEDDING UPDATE | HAPPENING SOONER THAN YOU THINK !!,2021-01-09,794850,96951,794850,Jan
598,I HAVE BEEN NOMINATED ...,2021-01-08,797221,89293,797221,Jan
599,I BOUGHT A SPECIAL BUNK BED FOR MY NEW HOUSE FROM IKEA !!,2021-01-07,1086786,99220,1086786,Jan
600,ZINDAGI MAI TEEN CHEEZ KABHI UNDERESTIMATE NAHI KARNA 😅,2021-01-06,835922,84642,835922,Jan
601,KAISE KAR LETI HAI LADKIYA YEH 😅 💼 🔥,2021-01-05,820920,91185,820920,Jan
602,FRIENDS PEHELE COUPLE BAAD MAI..,2021-01-04,909873,105444,909873,Jan
603,NEED TO GO FOR A FULL BODY CHECK UP !!!,2021-01-03,813632,101949,813632,Jan
604,SAAL KE PEHELE HI DIN KI SHURUAT EKDUM BHAGAM BHAAG !!,2021-01-02,791536,100299,791536,Jan
605,WELCOME 2021 | LETS DO THIS ONE WITH A POSITIVE NOTE !!!,2021-01-01,1005589,101764,1005589,Jan
606,BIG DAY ..TODAY OUR PARENTS MET AND ....,2020-12-31,1013811,112790,1013811,Dec
607,MY REWIND 2020 | MUMBIKER NIKHIL,2020-12-30,818799,131710,818799,Dec
608,THE SIGN OF A PERFECT MARRIAGE IS ...👫,2020-12-29,873679,99960,873679,Dec
609,GHAR MAI KAAM HUA NAHI BILL PEHELE AGAYA 😅 💵,2020-12-28,926215,97166,926215,Dec
610,I SURPRISED HER WITH A VERY SPECIAL WONDER WOMAN MERCH !!!,2020-12-26,853961,89033,853961,Dec
611,WEDDING SHOPPING HAS ALREADY STARTED !!!,2020-12-25,1113644,112835,1113644,Dec
612,YEH LEGAL HONA CHAHIYE WARNA FINE LAG JAYEGA !!,2020-12-24,921114,107106,921114,Dec
613,CAUGHT IN GUJRAT FOR NOT WEARING THE MASK | OVERLOADED MY AUDI Q7,2020-12-23,1064797,110736,1064797,Dec
614,I TOLD HER TO WAIT FOR 3 YEARS | OUR WEDDING HASHTAG ?,2020-12-22,1100280,114620,1100280,Dec
615,"BOLA MANALI, PAHAUNCH GAYE JAIPUR!!! ❤️😅",2020-12-21,1013050,109885,1013050,Dec
616,WE WENT TO THE GOLDEN TEMPLE AT ZERO TEMPERATURE!! 🥶 🥶🙏🏻,2020-12-20,1396787,149290,1396787,Dec
617,PURI PLANNING FAIL HOTEY HOTEY REH GAYI..😨🔥,2020-12-19,1028270,102405,1028270,Dec
618,“NO” BOLNEY KA OPTION NAHI THA !! 😨,2020-12-18,1156623,120146,1156623,Dec
619,SPENT 26 HOURS LIVING INSIDE MY AUDI Q7,2020-12-17,1555600,138152,1555600,Dec
620,NIKLI HAMARI SAWARI NORTH KO !!,2020-12-16,1359315,131769,1359315,Dec
621,TIME TO PACK THE BAGS AGAIN BUT THIS TIME ...,2020-12-15,972132,101127,972132,Dec
622,HER FIRST VISIT TO THE HOUSE WITH MAMU JAAN !!! 👶🏻 🔥,2020-12-14,1171488,127845,1171488,Dec
623,MUMMY KO KAB MILNA HAI CAMERE KE SAMNEY !!,2020-12-12,1201177,130770,1201177,Dec
624,LIFE HO TOH AYSI !! WARNA ZINDA THO ..,2020-12-11,996769,105263,996769,Dec
625,A DAY FULL OF STRUGGLE TO SET THE HOUSE RIGHT,2020-12-10,1529426,153203,1529426,Dec
626,THIS IS THE TIME TO CHANGE !!,2020-12-09,974688,110624,974688,Dec
627,MY DREAM HOUSE TOUR 🏠 ❤️ 🔥,2020-12-07,3009478,259853,3009478,Dec
628,TEACHING HER HOW TO VLOG ...,2020-12-06,986544,110078,986544,Dec
629,FUTURE MEMBER OF OUR FAMILY !!!,2020-12-05,982948,110555,982948,Dec
630,MOM KE SATH NEW GHAR KI PARIKRAMA !!!,2020-12-04,992494,129658,992494,Dec
631,MY BEAUTIFUL AUDI Q7 REVIEW ....,2020-12-03,2261685,164076,2261685,Dec
632,URGENT PUNE NEKALNA PADA !! GALTI HO GAI..,2020-12-02,797233,94336,797233,Dec
633,BMW KA BILL DHEK KE DAR GAYA AUR DARA DIYA !!!,2020-12-01,811567,120317,811567,Dec
634,EVERYONE THOUGHT MY NEW HOUSE IS IN ...,2020-11-30,979281,103520,979281,Nov
635,MY BANK ACCOUNT IS EMPTY BECAUSE ....,2020-11-29,909411,115734,909411,Nov
636,SUBAH SUBAH GALTI KARDI | ALMOST DROPPED MY BMW,2020-11-28,732732,95856,732732,Nov
637,THIS WAS SO DIFFICULT BUT AT THE END MAZA AGAYI !!!,2020-11-27,614266,79317,614266,Nov
638,AGAR KISI NE DHEK LIYA THO POPAT HO JATA !!,2020-11-26,754518,103784,754518,Nov
639,WE REACTED TO OUR MUSIC VIDEO... HAR KOI SRK NAHI BAN SAKTA !!,2020-11-25,784074,88227,784074,Nov
640,TODAY IS A VERY SPECIAL DAY !!!,2020-11-24,781077,95121,781077,Nov
641,SHE THOUGHT I WAS JOKING BUT I WASNT....❤️,2020-11-23,827991,93340,827991,Nov
642,HUM SAB NE MILKE BOHAT HI KHATARNAK CHEEZ BANA DALI !!,2020-11-22,805642,92286,805642,Nov
643,HISTORY MAI PEHELI BAAR MY BMW AND TIGER TOGETHER !!!,2020-11-21,825547,93700,825547,Nov
644,PROPOSE KARDIYA THO ABB SHAADI KAB ?,2020-11-20,966497,104121,966497,Nov
645,CHOTI CHOTI CHEZO MAI BADI BADI KUSHI...,2020-11-18,862662,101882,862662,Nov
646,2000 LIKES KARO AUR JAADU DHEKO !!!,2020-11-17,890825,119736,890825,Nov
647,MY DIWALI WAS SUPER SPECIAL AFTER MANY YEARS !!!,2020-11-15,1030494,119396,1030494,Nov
648,MOM KI WARNING AND SURPRISE !!!,2020-11-14,935524,97702,935524,Nov
649,YEH MAINE KYA DHEK LIYA !!,2020-11-13,778839,114287,778839,Nov
650,ONLY FOR EMERGENCY USE !!,2020-11-12,860952,94045,860952,Nov
651,"AAJ SE ISKA NAAM ""DILKUSH” ROAD",2020-11-11,835050,98468,835050,Nov
652,THIS IS HOW YOU DO DRY SWIMMING IN 2020 !!,2020-11-10,894415,103076,894415,Nov
653,I WENT TO IKEA HYDERABAD AND !!!,2020-11-09,991830,122007,991830,Nov
654,"SOLO RIDE ON MY BMW "" MUMBAI TO ? """,2020-11-08,1793081,141044,1793081,Nov
655,AFTER SUCH A LONG TIME TO THE AIRPORT,2020-11-06,798926,94356,798926,Nov
656,AUR YEH AGAYA HAMARA GIFT !!,2020-11-05,943930,104410,943930,Nov
657,MY BIRTHDAY VLOG 2020 !!!,2020-11-04,1294602,131150,1294602,Nov
658,SAMAAN AGAYA HAI FINALLY !!!,2020-11-03,882178,94132,882178,Nov
659,RISK HAI THO ISHQ HAI ...,2020-11-02,947674,109748,947674,Nov
660,I SURPRISED HER WITH A DATE TRIP TO A BEAUTIFUL LOCATION,2020-11-01,1014191,110053,1014191,Nov
661,A YOUTUBER SHOULD NEVER LOSE THEIR PHONE !!,2020-10-31,763237,92440,763237,Oct
662,DIWALI TAK APKO SURPRISE MIL JAYEGA !!,2020-10-30,851927,106844,851927,Oct
663,BACK UP PLAN HAMESHA KAAM ATA HAI !!,2020-10-29,752306,93038,752306,Oct
664,SHAADI DELAY HO JAYEGI !!,2020-10-28,810124,91512,810124,Oct
665,NOTING'S WRONG I JUST FORGOT TO DO THIS !!,2020-10-27,737921,83214,737921,Oct
666,AND SHE IS BACK !!!,2020-10-26,973845,123128,973845,Oct
667,YEH KARNA MAJBURI HAI !!!,2020-10-25,826279,85427,826279,Oct
668,THIS ONE IS GOING TO BE SUPER SPECIAL !!,2020-10-23,940392,120938,940392,Oct
669,MUMBAI ATEY SATH PANGA HOGAYA !!,2020-10-21,903832,107295,903832,Oct
670,ISMAI THO PURA INDIA GHUM SAKTA HUO !!,2020-10-20,997792,100993,997792,Oct
671,SHE CHALLENGED ME TO DANCE ON THE BEACH !!,2020-10-19,873963,93414,873963,Oct
672,FUTURE MAI KHUD KA BIG BOSS ...,2020-10-18,1002345,102865,1002345,Oct
673,CHOTA SA OFFROAD ARAAM SE KAR LIYA !!,2020-10-17,1094606,112398,1094606,Oct
674,SUNROOF SE BAHAR NEKAL KE DRIVE NAHI KARNA CHAHIYE !!,2020-10-16,1076229,120507,1076229,Oct
675,WE LEFT FOR A LONG DRIVE TO....,2020-10-15,1267977,138096,1267977,Oct
676,MAINE GAADI KO EK SECRET LOCATION MAI CHUPA DIYA HAI !!,2020-10-14,998302,125133,998302,Oct
677,OUR NEW CAR IS FINALLY HERE !!,2020-10-13,3047986,242439,3047986,Oct
678,MAI AUR MERI KAHANI AKELE AKELE !!!,2020-10-12,740545,101652,740545,Oct
679,WORKOUT KARO COMEDY NAHI !!,2020-10-11,725782,88476,725782,Oct
680,I WISH I COULD KEEP HER WITH ME !!,2020-10-10,992808,108877,992808,Oct
681,FUTURE PLANNING IS ON  !!!,2020-10-09,903444,108911,903444,Oct
682,ITS TIME TO SAY BYE TO THE TIGER FOR ....,2020-10-08,972840,104097,972840,Oct
683,RELATIONSHIP COMES WITH A PROBLEM WHICH CAN BE SOLVED !!,2020-10-06,922907,120608,922907,Oct
684,EXCITEMENT IS GOOD FOR HEALTH,2020-10-05,771890,100188,771890,Oct
685,HAD TO CANCEL IT LAST MOMENT !!,2020-10-04,886084,102627,886084,Oct
686,EVEN SHE DOES'NT KNOW ABOUT MY PLAN,2020-10-03,903449,108679,903449,Oct
687,WHEN EVERYONE THOUGHT ITS THIS AND..,2020-10-02,1099112,115801,1099112,Oct
688,My first YT shorts. ( suggestions plz ),2020-10-01,1407159,112333,1407159,Oct
689,"ONLY ONE "" MN BY NIKE "" LIMITED",2020-10-01,948279,130426,948279,Oct
690,MUSHKIL HAI IMPOSSIBLE NAHI !!,2020-09-30,899353,106229,899353,Sep
691,MY SUPER SMART HOME GYM IS READY !!,2020-09-29,998140,107696,998140,Sep
692,HAMARI DEAL HOGAI & THIS VLOG WILL BE THE PROOF  !! FOR YEAR 2030.,2020-09-28,962673,105095,962673,Sep
693,PROBABLY THE BEST NEWS OF 2020 FOR ME !!,2020-09-27,879788,106811,879788,Sep
694,TAKE THIS AS A HINT !!!,2020-09-26,865442,119539,865442,Sep
695,THE BEST OF THE BEST OF THE BEST !!!!,2020-09-25,981074,121479,981074,Sep
696,NOT AN EASY DECISION TO MAKE !!,2020-09-24,753483,104273,753483,Sep
697,"BABY, LOVE OR CUTIE ? WHAT DO WE CALL EACH OTHER ?",2020-09-23,898956,99811,898956,Sep
698,YES IT IS POSSIBLE TO DO IT !!,2020-09-22,806442,95913,806442,Sep
699,FINALLY AFTER SO LONG A WELL DESERVED SATURDAY NIGHT!!!,2020-09-20,787543,94652,787543,Sep
700,WAY TO EXPENSIVE FOR US !!,2020-09-19,1094227,118511,1094227,Sep
701,"WHAT REALLY HAPPENED IN ""TU AAJANA "" AND IN DELHI",2020-09-17,918911,113631,918911,Sep
702,I AM JUST SUPER EXHAUSTED !!!,2020-09-16,1068194,118879,1068194,Sep
703,ALMOST BECAME THE FASTEST COUPLE TO DO DELHI-MUMBAI !!,2020-09-15,1372755,128673,1372755,Sep
704,"I GAVE HER THE RING ,FINALLY !!!",2020-09-13,2512752,279012,2512752,Sep
705,GOOD BYE FOR NOW FOR THIS STORY !!!,2020-09-12,901483,106497,901483,Sep
706,SAW THE MOST BEAUTIFUL RAINBOW EVER !!!,2020-09-11,907180,111419,907180,Sep
707,KYA SE KYA HOGAYA DHEKTE DHEKTE !!!,2020-09-10,1152294,119178,1152294,Sep
708,McLeod Ganj ki sadko par DHAMAAL !!,2020-09-09,1289518,115946,1289518,Sep
709,HAUNTED ROOM AND A BROKEN BMW GUARD !! 😨,2020-09-08,1126877,125235,1126877,Sep
710,"PUNCTURE TIRE , BORDER PROBLEM BUT ENTERED HIMACHAL",2020-09-06,1250161,140952,1250161,Sep
711,"UFF, WE ARE  JEALOUS ...",2020-09-05,972101,101688,972101,Sep
712,WE ARE REGISTERED NOW !!!,2020-09-04,986615,96809,986615,Sep
713,CHALO DELHI WITH MY PARTNER !!,2020-09-03,1085144,117896,1085144,Sep
714,SAB MOH MAYA HA !!,2020-09-02,928646,109271,928646,Sep
715,BMW OVERLOADED & READY FOR ITS ADVENTURE !!,2020-09-01,983095,112093,983095,Sep
716,AYSA OFFICE HO THO LIFE SET !!,2020-08-31,783335,89229,783335,Aug
717,NAYA SURNAME DE DIYA !!,2020-08-30,749546,90316,749546,Aug
718,WHAT WE FOUND IN PETROL TANK 😨  WILL SHOCK YOU,2020-08-29,844945,95852,844945,Aug
719,WE ALMOST HAD A FIGHT IN FRONT OF THE CAMERA !!,2020-08-28,792256,92743,792256,Aug
720,GALTI SE SIGNAL JUMP KARDIYA AUR FINE LAG GAYA !!,2020-08-27,820713,103299,820713,Aug
721,YEH BADI KAAM KI CHEEZ HOGAI !!,2020-08-26,758614,106670,758614,Aug
722,BOHAT BADE SURPRISE KI TAIYAARI !!!,2020-08-25,894180,104173,894180,Aug
723,EXAM HONA CHAHIYE KYA ?,2020-08-23,890023,113178,890023,Aug
724,ONLY ONE BOX WAS SENT TO INDIA !!,2020-08-21,963067,98881,963067,Aug
725,SUPPORT THE RIGHT PEOPLE !!,2020-08-19,806412,116018,806412,Aug
726,BURQA MAI HERA PHERI KI SHOOTING CHAL RAHI HAI KYA ?,2020-08-18,778539,85234,778539,Aug
727,"ABB SAB KUSH | NO MORE ""A TAPORI "" 🤷‍♂️🤷‍♂️🤷‍♂️",2020-08-17,1002297,107147,1002297,Aug
728,MOM KE BIRTHDAY KE DIN UPSET KARDIYA !!,2020-08-15,1018400,112611,1018400,Aug
729,BULATI HAI MAGAR JANA THO PADEGA NA ..,2020-08-14,882752,97427,882752,Aug
730,ITNEY BADEY MALL MAI HUM AKELE !!,2020-08-13,935307,111517,935307,Aug
731,MUMMY KO BINA BATAYE LE LIYA !!,2020-08-12,1024704,116480,1024704,Aug
732,BUS ABB YEHI DIN DHEKNA REH GAYA THA !! 🤷‍♂️ 🤷‍♀️,2020-08-11,940355,96591,940355,Aug
733,HAMARA BHI AYSA EK OFFICE HOGA !!!,2020-08-09,904961,93362,904961,Aug
734,PROBLEM SOLVED !! 😷 😅,2020-08-08,820982,89132,820982,Aug
735,SHE WANTS ME TO TRAVEL ALONE 🤷‍♂️,2020-08-07,812504,88621,812504,Aug
736,BAHAR TUFAN ANDAR TENSION !!,2020-08-06,940117,96888,940117,Aug
737,MUMBAI MAI NON-STOP BARISH KA DIN !!!,2020-08-05,750533,95292,750533,Aug
738,MAZAK MAZAK MAI SERIOUS HO GAI !!,2020-08-04,1177059,110455,1177059,Aug
739,I VISITED THIS PLACE AFTER 5 YEARS !!,2020-08-03,780519,95558,780519,Aug
740,SAARI SHOPPING KA REASON !!,2020-08-02,939204,97118,939204,Aug
741,A VERY SPECIAL DAY | HER 25TH BIRTHDAY,2020-07-31,1315372,133967,1315372,Jul
742,ABB THO YEH ZINDAGI BHAR CHALEGA !!!,2020-07-30,1144914,149412,1144914,Jul
743,EVERYDAY IS NOT A GOOD DAY !!!,2020-07-29,901289,99550,901289,Jul
744,PLAN MAI CHANGE ☕️,2020-07-28,823195,86419,823195,Jul
745,BAG UTHAYA AUR NIKAL GAYA !!,2020-07-27,929259,128183,929259,Jul
746,HAD TO TAKE HER TO THE HOSPITAL !! 😧 🏥,2020-07-26,1115406,115033,1115406,Jul
747,DIL BECHARA HAI !!!,2020-07-25,898523,103896,898523,Jul
748,WE DON’T THINK ALIKE !!!,2020-07-24,916097,101249,916097,Jul
749,MANN KI KUCH BATEIN !!!,2020-07-23,865165,115584,865165,Jul
750,SOMETHING NEED TO BE A SECRET💡 🤫,2020-07-22,922786,106103,922786,Jul
751,ALL WE CARE ABOUT IT A HAPPY ENDING !!,2020-07-20,942928,102645,942928,Jul
752,PLAN FAIL HOTEY HOTEY BACHH GAYA !!,2020-07-19,962038,128551,962038,Jul
753,SHE MADE ME CRY 😭 😂. TEARS OF JOY,2020-07-18,1445087,166910,1445087,Jul
754,TECHNICAL MUMBAIKER NIKHIL,2020-07-17,867824,94575,867824,Jul
755,FUTURE MAI AYSA NAHI CHALEGA !!,2020-07-16,1059038,110728,1059038,Jul
756,FROM BEST FRIENDS TO PARTNERS !!,2020-07-14,3254525,256993,3254525,Jul
757,TOGETHER WE SURPRISED HIM !!!,2020-07-12,1410000,165882,1410000,Jul
758,SO WE ARE OFFICIALLLY ....?,2020-07-11,1800056,178535,1800056,Jul
759,THE FUTURE | MY SELF-LACING SHOE  !!!,2020-07-10,955783,88368,955783,Jul
760,UNPLANNED AND UNEXPECTED !!!,2020-07-09,971188,111599,971188,Jul
761,BHAGWAAN  NE HAMARI SUNN LI,2020-07-08,974728,95693,974728,Jul
762,RAJA AUR RANI KA PAAN !!!,2020-07-07,862696,82491,862696,Jul
763,MUMBAI KA VLOGGER INDORE MAI PITA,2020-07-06,1171934,118856,1171934,Jul
764,WE ARE ULTRA LEGENDS !!!,2020-07-05,1016009,111372,1016009,Jul
765,WE LEFT MUMBAI ON OUR BIKE !!!,2020-07-04,1932659,171211,1932659,Jul
766,SHARMA HUO SHARMATA NAHI !!,2020-07-02,834644,88545,834644,Jul
767,TIKTOK BAN KARKE SAHI KIYA ?,2020-07-01,804763,94764,804763,Jul
768,SHE DITCHED ME SO I WENT ALONE !!,2020-06-28,1054891,101575,1054891,Jun
769,SOMETHING IS NOT RIGHT | 💰 MONEY OVER SAFETY ✈️,2020-06-27,743437,97503,743437,Jun
770,IS IT EVEN POSSIBLE TO TRAVEL ?,2020-06-26,774175,89456,774175,Jun
771,KUCH BHI LOGIC NAHI THA BUT KARDIYA !!!,2020-06-25,804639,87486,804639,Jun
772,I THOUGHT I WONT MAKE IT !!! 😢 🚙 😷,2020-06-24,738154,94342,738154,Jun
773,JUST BE POSITIVE YAAR !!,2020-06-23,809389,125375,809389,Jun
774,YEH NAHI KARNA THA BARISH AUR SOLAR ECLIPSE ☀️ 🔥,2020-06-22,859768,95800,859768,Jun
775,MUMMY KI WARNING KI KAHI NAHI JANA ⚠️ 🔥,2020-06-21,889287,89220,889287,Jun
776,ISKO BAN MAT KARNA KYUKI  !!,2020-06-20,854904,103654,854904,Jun
777,FAILURE KE BAAD SUCCESS !!,2020-06-19,788663,103141,788663,Jun
778,NOT AS PER PLANNED BUT GOD IS GREAT !!,2020-06-17,943923,89706,943923,Jun
779,OUT OF FRUSTRATION DECIDED TO CUT MY HAIR !!,2020-06-16,1018502,119800,1018502,Jun
780,SHE APPROVES IT !!!,2020-06-15,997562,96254,997562,Jun
781,KYA SOCHA THA AUR KYA HOGAYA !!,2020-06-13,762348,83557,762348,Jun
782,WE ARE SAVING MONEY CAUSE OF THIS..,2020-06-12,751336,94177,751336,Jun
783,YEH THO GALAT BOX BHEJ DIYA !!,2020-06-11,835223,86031,835223,Jun
784,MY BMW IS READY 🕺 🔥,2020-06-10,860041,102436,860041,Jun
785,MUMBAIKERS ARE OUT AND HAPPY BUT...,2020-06-09,877444,76421,877444,Jun
786,MUMBAI MAI AYSA GHAR THO SAPNA HI LAGTA HAI !!,2020-06-07,1142806,116485,1142806,Jun
787,"BMW , COFFEE , VADA PAV !!!",2020-06-06,904960,81216,904960,Jun
788,ISKO BHI NIKALNA PADEGA KYUKI TIGER TIGER HAI !! 🐅 🔥,2020-06-04,865347,108971,865347,Jun
789,MUMBAI MAI SHURU !!!,2020-06-03,780537,98973,780537,Jun
790,FINALLY AFTER A LONG BREAK LITTLE WARM UP !!,2020-06-02,1173654,174663,1173654,Jun
791,BMW BHI SAB CHUPA KE KARTA HAI!!!,2020-05-31,937498,91863,937498,May
792,LADKI K CHAKKAR BABU BHAIYAA !!!,2020-05-30,676801,92740,676801,May
793,COLOURED MY HAIR AGAIN TO ...,2020-05-29,787632,95355,787632,May
794,WHATEVER IT TAKES .....,2020-05-28,817857,84400,817857,May
795,EID MAI SALMAN BHAI KA GANA !!,2020-05-26,876775,99700,876775,May
796,PAAJI KA BIRTHDAY !!!,2020-05-24,742483,104229,742483,May
797,BUS EK SAPNA HI REHEGAYA HAI !!!,2020-05-23,748453,83215,748453,May
798,RATING DOWN HOGAI | INDIAN ECONOMY BHI,2020-05-21,831807,136501,831807,May
799,LOCKDOWN MAI HOGAI BIKE BAND!!,2020-05-19,2201850,219452,2201850,May
800,DISLIKE AUR LIKE BUTTON KA MAMLA !!,2020-05-17,788744,184779,788744,May
801,ENTRY TO MY BUILDING IS RESTRICTED BECAUSE OF THIS ...,2020-05-16,800220,74433,800220,May
802,BRACE YOURSELF THINGS ARE GOING TO GET UGLY !!,2020-05-15,790079,93670,790079,May
803,JAB WE MET | MILTEY SATH BEZZATI,2020-05-13,1413198,114507,1413198,May
804,WHY DID THEY BLOCK MY LANE ?,2020-05-12,753960,64193,753960,May
805,IS DRAMA SE KYA SIKHA ?,2020-05-11,753086,77534,753086,May
806,MISSING MY DAD !!!,2020-05-08,658825,92424,658825,May
807,CAN'T WIN AN ARGUMENT WITH MOM !!,2020-05-07,667787,71982,667787,May
808,LOOK WHO'S HERE FINALLY !! 🐶,2020-05-06,1644052,125583,1644052,May
809,LIQUOR SHOP KE BAHAR LAGI LAMBI LINE BUT MUJHE THO..,2020-05-05,915535,82844,915535,May
810,She finally Accepted That She Didn’t Like Me Vlogging!,2020-05-04,912280,67734,912280,May
811,RED ZONE MAI MUMBAI KAB TAK ? 😞🤷‍♂️,2020-05-03,726182,65007,726182,May
812,MERI JAISE FAMILY KE LIYE !!!,2020-05-01,826890,69049,826890,May
813,BLOOD PRESSURE PROBLEM KAHA SE AGAYA ?,2020-04-29,652895,61170,652895,Apr
814,BIG FAIL !! LOST MY BALANCE,2020-04-28,591506,51344,591506,Apr
815,"YEH KAUNSI ""MAAL"" KI BAATHEY CHALU HAI ?",2020-04-26,625805,56606,625805,Apr
816,ROAD WAS COMPLETELY EMPTY | GROCERY SHOPPING !!!,2020-04-24,1038404,57519,1038404,Apr
817,HUM JAISO KO FIXED DEPOSIT THODNI PADTI HAI !!!,2020-04-21,821770,71309,821770,Apr
818,BEZATI KE SATH MANA KAR DIYA !!!,2020-04-20,801740,88687,801740,Apr
819,PAAJI CAME WITH A SPECIAL SURPRISE !!,2020-04-19,782465,82793,782465,Apr
820,SOMEONE FAKED MY DEATH !!,2020-04-16,688234,67553,688234,Apr
821,LADKI KI AWAZ NIKAL KAR PRANK CALLING MY FRIEND,2020-04-15,686652,63336,686652,Apr
822,LETS GO OUTSIDE IN THE GAME | GTA V #StayHome and Game with me,2020-04-14,742338,41237,742338,Apr
823,LETS GO OUTSIDE IN THE GAME | GTA V,2020-04-14,0,16,0,Apr
824,GETTING EMOTIONALLY WEAK !!,2020-04-13,658762,61683,658762,Apr
825,WHAT HAPPENS AFTER LOCKDOWN ?,2020-04-11,591290,64297,591290,Apr
826,THE LED MASK !!!,2020-04-10,682439,64280,682439,Apr
827,ASKED MOM ABOUT MY MARRIAGE PLANS !!,2020-04-08,896293,79524,896293,Apr
828,EMPTY STREETS OF MUMBAI !!!,2020-04-07,817289,61460,817289,Apr
829,MUMBAI MAI SAB ACCHEY SE HUA..,2020-04-06,540030,55445,540030,Apr
830,REACTING TO MY OLD PHOTOS,2020-04-05,1100071,102269,1100071,Apr
831,MY COVID -19 TEST RESULT IS .,2020-04-04,717271,69208,717271,Apr
